,index,visitor_ip,average_time_per_session_per_user
42665,32597,117.203.38.69,34.0
42666,22435,113.193.19.75,34.0
42667,87994,61.0.86.164,34.0
42668,72222,223.176.11.165,34.0
42669,71328,210.212.88.66,34.0
42670,86706,59.93.174.15,34.0
42671,32636,117.203.65.156,34.0
42672,26169,115.250.15.233,34.0
42673,71478,212.181.15.34,34.0
42674,7962,103.2.234.31,34.0
42675,65828,182.74.184.30,34.0
42676,5811,101.222.236.211,34.0
42677,31574,117.200.188.211,34.0
42678,69334,202.62.71.156,34.0
42679,7599,103.12.135.31,34.0
42680,85906,59.89.130.46,34.0
42681,35777,117.216.163.82,34.0
42682,38514,117.236.185.230,34.0
42683,29191,117.192.11.143,34.0
42684,66026,182.74.52.154,34.0
42685,8156,103.225.176.95,34.0
42686,66039,182.74.58.38,34.0
42687,26344,115.250.43.76,34.0
42688,71798,219.91.160.88,34.0
42689,76500,27.63.21.187,34.0
42690,30760,117.197.78.153,34.0
42691,39227,117.241.96.123,34.0
42692,35717,117.216.102.104,34.0
42693,76480,27.63.145.161,34.0
42694,28251,116.203.5.226,34.0
42695,22363,113.193.157.24,34.0
42696,26399,115.250.51.89,34.0
42697,28228,116.203.37.251,34.0
42698,5882,101.222.244.115,34.0
42699,30763,117.197.79.252,34.0
42700,71026,207.131.203.63,34.0
42701,40099,117.247.55.117,34.0
42702,29884,117.194.90.246,34.0
42703,76577,27.7.220.159,34.0
42704,77205,37.228.104.104,34.0
42705,55208,14.141.207.214,34.0
42706,65979,182.74.27.6,34.0
42707,39191,117.241.38.237,34.0
42708,76574,27.7.218.252,34.0
42709,30706,117.197.38.239,34.0
42710,7376,101.63.200.120,34.0
42711,31605,117.200.214.19,34.0
42712,68114,196.207.69.135,34.0
42713,37219,117.222.43.3,34.0
42714,33175,117.205.187.35,34.0
42715,72090,220.227.185.153,34.0
42716,35789,117.216.176.250,34.0
42717,40336,117.248.255.121,34.0
42718,28263,116.203.57.37,33.5
42719,3273,1.39.35.41,33.5
42720,63589,182.66.57.104,33.5
42721,40635,117.252.193.38,33.0
42722,77516,37.228.106.189,33.0
42723,60916,180.151.35.178,33.0
42724,81932,49.205.248.68,33.0
42725,22437,113.193.192.8,33.0
42726,14803,106.220.46.177,33.0
42727,42040,119.160.67.38,33.0
42728,63160,182.66.16.77,33.0
42729,65570,182.73.231.140,33.0
42730,75028,23.236.125.36,33.0
42731,81570,49.204.68.21,33.0
42732,26396,115.250.50.28,33.0
42733,15410,106.51.131.8,33.0
42734,26360,115.250.46.165,33.0
42735,44674,122.160.32.59,33.0
42736,35796,117.216.179.147,33.0
42737,35812,117.216.184.245,33.0
42738,26291,115.250.35.148,33.0
42739,48937,122.175.233.86,33.0
42740,20601,111.92.77.90,33.0
42741,78962,45.64.17.242,33.0
42742,35883,117.216.238.56,33.0
42743,54952,14.140.206.42,33.0
42744,81369,49.204.237.255,33.0
42745,31538,117.200.159.234,33.0
42746,6778,101.60.181.19,33.0
42747,61337,180.215.122.65,33.0
42748,78976,45.64.220.172,33.0
42749,48812,122.175.15.155,33.0
42750,42148,119.235.49.237,33.0
42751,36001,117.217.113.110,33.0
42752,77990,43.227.245.209,33.0
42753,52845,124.253.120.102,33.0
42754,496,1.187.228.210,33.0
42755,21383,112.196.167.213,33.0
42756,81581,49.204.71.36,33.0
42757,85002,59.178.171.146,33.0
42758,60980,180.151.86.50,33.0
42759,49399,122.177.107.222,33.0
42760,3321,1.39.40.112,33.0
42761,49380,122.176.98.160,33.0
42762,57808,149.254.241.68,33.0
42763,61039,180.179.40.25,33.0
42764,69835,203.109.124.249,33.0
42765,61054,180.188.229.2,33.0
42766,56713,14.98.168.216,33.0
42767,1986,1.38.22.60,33.0
42768,81635,49.204.89.142,33.0
42769,15170,106.221.151.234,33.0
42770,26630,115.250.9.2,33.0
42771,73283,223.176.62.73,33.0
42772,89455,70.39.187.146,33.0
42773,15191,106.221.154.21,33.0
42774,12035,106.204.241.205,33.0
42775,81606,49.204.8.98,33.0
42776,26596,115.250.84.203,33.0
42777,75217,27.107.102.179,33.0
42778,83740,49.249.39.77,33.0
42779,59155,167.230.104.96,33.0
42780,65036,182.71.81.14,33.0
42781,43219,120.59.59.23,33.0
42782,28489,116.203.77.129,33.0
42783,1188,1.23.142.123,33.0
42784,33159,117.205.176.163,33.0
42785,59775,170.248.43.129,33.0
42786,33197,117.205.199.78,33.0
42787,71042,207.244.90.82,33.0
42788,21870,112.79.37.220,33.0
42789,88286,61.17.45.178,33.0
42790,28313,116.203.73.114,33.0
42791,51262,123.201.77.180,33.0
42792,43691,120.63.199.219,33.0
42793,90076,8.37.227.113,33.0
42794,71568,216.254.142.206,33.0
42795,70939,204.235.114.164,33.0
42796,74019,223.225.207.64,33.0
42797,6391,101.57.76.157,33.0
42798,6636,101.59.254.16,33.0
42799,74228,223.227.114.51,33.0
42800,56658,14.98.147.253,33.0
42801,6340,101.57.3.24,33.0
42802,13537,106.216.145.22,33.0
42803,52332,124.123.211.68,33.0
42804,8756,103.238.192.150,33.0
42805,54661,14.139.244.10,33.0
42806,83504,49.248.41.50,33.0
42807,12487,106.208.166.88,33.0
42808,66183,182.75.75.234,33.0
42809,33603,117.206.25.63,33.0
42810,59734,170.138.39.23,33.0
42811,21823,112.79.37.145,33.0
42812,28062,116.203.166.110,33.0
42813,52163,124.123.134.93,33.0
42814,20253,111.118.250.82,33.0
42815,78514,43.251.169.1,33.0
42816,52058,123.63.29.115,33.0
42817,12731,106.208.33.62,33.0
42818,56924,14.98.39.172,33.0
42819,8994,103.241.135.124,33.0
42820,29085,116.75.25.140,33.0
42821,73776,223.196.217.85,33.0
42822,56921,14.98.38.82,33.0
42823,43402,120.60.30.214,33.0
42824,83263,49.238.56.252,33.0
42825,7088,101.62.200.14,33.0
42826,1026,1.22.76.255,33.0
42827,41659,117.255.233.153,33.0
42828,83082,49.207.6.43,33.0
42829,8952,103.240.236.59,33.0
42830,32360,117.203.100.155,33.0
42831,88318,61.2.17.210,33.0
42832,73903,223.223.142.230,33.0
42833,1129,1.23.114.58,33.0
42834,1139,1.23.123.18,33.0
42835,83125,49.207.99.2,33.0
42836,32982,117.204.70.248,33.0
42837,32986,117.204.74.48,33.0
42838,78614,43.252.250.166,33.0
42839,88681,61.8.129.106,33.0
42840,20088,110.172.31.78,33.0
42841,51540,123.237.77.3,33.0
42842,87210,59.97.130.122,33.0
42843,13621,106.216.161.23,33.0
42844,14737,106.220.30.38,33.0
42845,71772,219.91.134.145,33.0
42846,89685,73.185.189.193,33.0
42847,34117,117.208.46.49,33.0
42848,22184,113.19.2.168,33.0
42849,52521,124.123.7.191,33.0
42850,20440,111.91.20.201,33.0
42851,15689,106.51.140.231,33.0
42852,9805,103.252.5.228,33.0
42853,9806,103.252.5.91,33.0
42854,74618,223.234.32.163,33.0
42855,66533,183.82.180.2,33.0
42856,34465,117.211.188.223,33.0
42857,70344,203.187.247.35,33.0
42858,14471,106.220.165.57,33.0
42859,60578,176.10.104.240,33.0
42860,9708,103.252.24.186,33.0
42861,88619,61.3.4.121,33.0
42862,14506,106.220.173.49,33.0
42863,34638,117.212.128.199,33.0
42864,49958,122.178.187.65,33.0
42865,82100,49.205.9.92,33.0
42866,74824,223.30.203.162,33.0
42867,27111,115.99.182.142,33.0
42868,44335,122.102.124.169,33.0
42869,31874,117.201.123.18,33.0
42870,44350,122.102.126.232,33.0
42871,64292,182.69.220.9,33.0
42872,6011,101.223.252.87,33.0
42873,27056,115.98.54.21,33.0
42874,87291,59.97.229.79,33.0
42875,52476,124.123.40.72,33.0
42876,13661,106.216.168.142,33.0
42877,41159,117.253.221.190,33.0
42878,73517,223.186.161.229,33.0
42879,12430,106.208.141.2,33.0
42880,50894,123.136.221.126,33.0
42881,41213,117.253.228.209,33.0
42882,50890,123.136.220.217,33.0
42883,6280,101.57.165.152,33.0
42884,74338,223.227.182.156,33.0
42885,9593,103.251.19.124,33.0
42886,13703,106.216.6.194,33.0
42887,8718,103.237.158.212,33.0
42888,43903,121.241.96.35,33.0
42889,19800,107.167.109.41,33.0
42890,82653,49.207.166.77,33.0
42891,85805,59.88.43.73,33.0
42892,12361,106.208.117.60,33.0
42893,60221,175.100.171.2,33.0
42894,70697,203.35.82.165,33.0
42895,60235,175.100.177.246,33.0
42896,57394,14.99.51.116,33.0
42897,74410,223.227.240.243,33.0
42898,43144,120.59.250.158,33.0
42899,64522,182.70.121.208,33.0
42900,85279,59.180.22.123,33.0
42901,20421,111.91.117.33,33.0
42902,56655,14.98.146.98,33.0
42903,50673,122.252.239.98,33.0
42904,6228,101.57.113.90,33.0
42905,55753,14.96.122.53,33.0
42906,15681,106.51.140.134,33.0
42907,21642,112.79.35.35,33.0
42908,45233,122.162.120.155,33.0
42909,76442,27.62.30.188,33.0
42910,36933,117.221.44.5,33.0
42911,18093,106.77.62.183,33.0
42912,72912,223.176.28.196,33.0
42913,45880,122.164.129.223,33.0
42914,87695,59.99.71.65,33.0
42915,5467,101.221.58.152,33.0
42916,37008,117.221.98.115,33.0
42917,67298,183.83.232.131,33.0
42918,25317,115.245.21.42,33.0
42919,36759,117.221.10.100,33.0
42920,62832,182.65.180.38,33.0
42921,63766,182.68.119.216,33.0
42922,25302,115.245.203.61,33.0
42923,24648,115.241.28.138,33.0
42924,75471,27.124.41.60,33.0
42925,39799,117.245.8.81,33.0
42926,54190,14.102.58.90,33.0
42927,25267,115.245.191.18,33.0
42928,45885,122.164.130.101,33.0
42929,47307,122.169.216.6,33.0
42930,17660,106.76.75.183,33.0
42931,18708,106.78.9.188,33.0
42932,76636,27.7.66.241,33.0
42933,25525,115.245.85.165,33.0
42934,58115,150.129.168.114,33.0
42935,18269,106.78.15.107,33.0
42936,37589,117.225.145.34,33.0
42937,76136,27.5.67.22,33.0
42938,45122,122.161.56.155,33.0
42939,17704,106.76.95.87,33.0
42940,25484,115.245.46.84,33.0
42941,10266,103.38.245.81,33.0
42942,62915,182.65.234.79,33.0
42943,87669,59.99.45.86,33.0
42944,61896,182.156.66.44,33.0
42945,24500,115.187.61.158,33.0
42946,61913,182.156.72.74,33.0
42947,45695,122.163.226.58,33.0
42948,17661,106.76.75.244,33.0
42949,37499,117.224.116.65,33.0
42950,17557,106.76.5.247,33.0
42951,47697,122.170.84.243,33.0
42952,45782,122.163.40.149,33.0
42953,77121,27.97.31.200,33.0
42954,53597,125.23.140.30,33.0
42955,47513,122.170.100.152,33.0
42956,68217,198.179.137.209,33.0
42957,57653,144.16.98.229,33.0
42958,68766,202.142.79.44,33.0
42959,42626,120.56.239.192,33.0
42960,38212,117.231.27.196,33.0
42961,62221,182.56.116.165,33.0
42962,79362,49.14.150.143,33.0
42963,76472,27.63.12.230,33.0
42964,56022,14.96.235.3,33.0
42965,16748,106.67.124.232,33.0
42966,53623,125.62.114.105,33.0
42967,23261,115.112.150.10,33.0
42968,86824,59.94.109.60,33.0
42969,72919,223.176.29.166,33.0
42970,25098,115.245.10.65,33.0
42971,42344,119.82.95.242,33.0
42972,24312,115.184.73.139,33.0
42973,38282,117.233.118.85,33.0
42974,54194,14.102.62.90,33.0
42975,24324,115.184.82.143,33.0
42976,63714,182.67.214.168,33.0
42977,76528,27.7.0.157,33.0
42978,11049,103.58.122.182,33.0
42979,79572,49.14.57.229,33.0
42980,39289,117.242.237.49,33.0
42981,20726,111.93.183.194,33.0
42982,53294,125.17.230.57,33.0
42983,23624,115.117.116.249,33.0
42984,47360,122.169.229.212,33.0
42985,84524,59.161.72.69,33.0
42986,18564,106.78.49.238,33.0
42987,38301,117.233.170.168,33.0
42988,63392,182.66.38.167,33.0
42989,24426,115.187.40.85,33.0
42990,25151,115.245.142.18,33.0
42991,29967,117.195.162.196,33.0
42992,54238,14.139.110.146,33.0
42993,45559,122.163.10.187,33.0
42994,5091,101.214.35.209,33.0
42995,17108,106.76.129.35,33.0
42996,42547,120.56.199.171,33.0
42997,7581,103.12.132.202,33.0
42998,48496,122.173.31.60,33.0
42999,25873,115.249.219.140,33.0
43000,5094,101.214.51.54,33.0
43001,36376,117.218.74.108,33.0
43002,79068,49.136.254.63,33.0
43003,24726,115.241.70.9,33.0
43004,62349,182.59.172.238,33.0
43005,10901,103.52.221.105,33.0
43006,55601,14.195.24.14,33.0
43007,37637,117.225.90.64,33.0
43008,37756,117.228.103.58,33.0
43009,5688,101.222.188.181,33.0
43010,61635,180.215.30.109,33.0
43011,17059,106.76.101.163,33.0
43012,72820,223.176.190.121,33.0
43013,76253,27.59.97.102,33.0
43014,73158,223.176.52.130,33.0
43015,40166,117.247.93.232,33.0
43016,30310,117.196.231.15,33.0
43017,69437,202.65.136.214,33.0
43018,38903,117.239.88.2,33.0
43019,55992,14.96.218.130,33.0
43020,76272,27.6.136.54,33.0
43021,63498,182.66.46.245,33.0
43022,81233,49.204.187.205,33.0
43023,61433,180.215.139.89,33.0
43024,44844,122.161.129.97,33.0
43025,90466,93.186.31.81,33.0
43026,62436,182.64.120.136,33.0
43027,62456,182.64.136.252,33.0
43028,61480,180.215.17.152,33.0
43029,68420,201.35.217.223,33.0
43030,86412,59.91.216.163,33.0
43031,25954,115.249.93.62,33.0
43032,21254,112.133.244.15,33.0
43033,44883,122.161.151.68,33.0
43034,55949,14.96.202.95,33.0
43035,47470,122.169.7.251,33.0
43036,40023,117.247.212.172,33.0
43037,22948,114.143.88.31,33.0
43038,87637,59.99.246.221,33.0
43039,6811,101.60.210.23,33.0
43040,24079,115.119.161.198,33.0
43041,57542,141.0.13.110,33.0
43042,87929,61.0.171.44,33.0
43043,76675,27.97.107.179,33.0
43044,54402,14.139.185.174,33.0
43045,36589,117.220.213.235,33.0
43046,16101,106.51.240.22,33.0
43047,72678,223.176.176.213,33.0
43048,42836,120.58.196.80,33.0
43049,38619,117.238.168.27,33.0
43050,75687,27.251.95.38,33.0
43051,79897,49.15.81.190,33.0
43052,79886,49.15.79.64,33.0
43053,22936,114.143.75.7,33.0
43054,84237,58.146.111.214,33.0
43055,10357,103.4.233.35,33.0
43056,79418,49.14.203.133,33.0
43057,58866,164.100.1.206,33.0
43058,55557,14.195.159.50,33.0
43059,2867,1.39.32.3,33.0
43060,24793,115.242.133.70,33.0
43061,39029,117.241.121.197,33.0
43062,23790,115.118.152.239,33.0
43063,46941,122.168.246.225,33.0
43064,23004,114.69.243.195,33.0
43065,30509,117.197.143.232,33.0
43066,12733,106.208.34.210,32.5
43067,55318,14.141.53.146,32.5
43068,4151,1.39.80.124,32.5
43069,66160,182.75.56.34,32.0
43070,13591,106.216.154.90,32.0
43071,67649,183.87.244.159,32.0
43072,37943,117.229.100.88,32.0
43073,6303,101.57.193.161,32.0
43074,76461,27.62.79.149,32.0
43075,80263,49.200.82.115,32.0
43076,37940,117.229.10.84,32.0
43077,6342,101.57.3.82,32.0
43078,80275,49.200.94.63,32.0
43079,66181,182.75.75.226,32.0
43080,39327,117.242.65.196,32.0
43081,37921,117.228.91.252,32.0
43082,43793,120.88.189.123,32.0
43083,41256,117.253.233.241,32.0
43084,21981,112.79.38.194,32.0
43085,18299,106.78.170.112,32.0
43086,58338,152.52.149.35,32.0
43087,9566,103.250.190.72,32.0
43088,70860,203.98.116.95,32.0
43089,23455,115.113.66.2,32.0
43090,8757,103.238.231.130,32.0
43091,85760,59.88.240.175,32.0
43092,17377,106.76.225.37,32.0
43093,69454,202.65.140.49,32.0
43094,77692,37.228.107.61,32.0
43095,62947,182.65.254.79,32.0
43096,87975,61.0.33.39,32.0
43097,28890,116.74.123.96,32.0
43098,17853,106.77.179.12,32.0
43099,46167,122.165.228.172,32.0
43100,38765,117.239.20.4,32.0
43101,38750,117.239.193.163,32.0
43102,86698,59.93.168.97,32.0
43103,38709,117.239.142.194,32.0
43104,85619,59.185.231.66,32.0
43105,32707,117.204.140.147,32.0
43106,73854,223.196.76.169,32.0
43107,83230,49.213.63.86,32.0
43108,1063,1.22.97.236,32.0
43109,41622,117.255.209.56,32.0
43110,77774,41.85.24.190,32.0
43111,46010,122.164.221.240,32.0
43112,12855,106.208.97.82,32.0
43113,85605,59.184.52.40,32.0
43114,38867,117.239.52.130,32.0
43115,23877,115.118.212.64,32.0
43116,5104,101.215.18.32,32.0
43117,5131,101.219.2.89,32.0
43118,83343,49.248.147.114,32.0
43119,28982,116.75.105.157,32.0
43120,65798,182.74.171.246,32.0
43121,28973,116.74.95.135,32.0
43122,28905,116.74.2.147,32.0
43123,32541,117.203.231.131,32.0
43124,83328,49.248.132.45,32.0
43125,12785,106.208.65.69,32.0
43126,38836,117.239.37.243,32.0
43127,63185,182.66.19.238,32.0
43128,38983,117.240.237.1,32.0
43129,32818,117.204.219.201,32.0
43130,87089,59.95.76.220,32.0
43131,66136,182.75.4.90,32.0
43132,1114,1.23.110.194,32.0
43133,82957,49.207.217.128,32.0
43134,46596,122.167.245.96,32.0
43135,10762,103.50.144.85,32.0
43136,68188,196.4.67.30,32.0
43137,51260,123.201.75.19,32.0
43138,28296,116.203.72.168,32.0
43139,39219,117.241.82.112,32.0
43140,54489,14.139.211.131,32.0
43141,46639,122.167.65.61,32.0
43142,51217,123.201.50.14,32.0
43143,59937,171.51.61.221,32.0
43144,24403,115.187.36.103,32.0
43145,82879,49.207.191.65,32.0
43146,28180,116.203.233.1,32.0
43147,28173,116.203.227.112,32.0
43148,17510,106.76.29.50,32.0
43149,63333,182.66.32.181,32.0
43150,28388,116.203.74.97,32.0
43151,73988,223.225.199.147,32.0
43152,28683,116.68.72.218,32.0
43153,79917,49.15.85.242,32.0
43154,24135,115.160.249.198,32.0
43155,73974,223.225.195.220,32.0
43156,17671,106.76.8.234,32.0
43157,2806,1.39.32.138,32.0
43158,45882,122.164.13.121,32.0
43159,33220,117.205.213.31,32.0
43160,18103,106.77.65.76,32.0
43161,74033,223.225.210.216,32.0
43162,45869,122.164.10.117,32.0
43163,13195,106.215.153.118,32.0
43164,8871,103.24.85.141,32.0
43165,38431,117.234.38.161,32.0
43166,8729,103.237.58.232,32.0
43167,23302,115.112.36.14,32.0
43168,43868,121.241.144.5,32.0
43169,16242,106.51.243.70,32.0
43170,69063,202.189.253.99,32.0
43171,39939,117.247.160.242,32.0
43172,35389,117.214.41.180,32.0
43173,58291,150.70.173.21,32.0
43174,15148,106.221.149.181,32.0
43175,25558,115.246.58.87,32.0
43176,49301,122.176.37.160,32.0
43177,36715,117.220.76.82,32.0
43178,63834,182.68.162.194,32.0
43179,18797,106.79.124.219,32.0
43180,2282,1.39.12.253,32.0
43181,79137,49.139.224.70,32.0
43182,22973,114.30.78.68,32.0
43183,19173,107.167.102.171,32.0
43184,79129,49.139.158.241,32.0
43185,48205,122.172.47.62,32.0
43186,26703,115.251.200.118,32.0
43187,40528,117.250.42.108,32.0
43188,63749,182.68.108.5,32.0
43189,47897,122.171.74.87,32.0
43190,34965,117.213.145.230,32.0
43191,37028,117.222.113.40,32.0
43192,80754,49.202.232.144,32.0
43193,18674,106.78.79.188,32.0
43194,75816,27.34.246.180,32.0
43195,60848,180.151.219.90,32.0
43196,19336,107.167.107.212,32.0
43197,18696,106.78.86.117,32.0
43198,36824,117.221.162.24,32.0
43199,35144,117.213.59.121,32.0
43200,81808,49.205.157.200,32.0
43201,25439,115.245.30.183,32.0
43202,69043,202.179.80.130,32.0
43203,10111,103.29.223.246,32.0
43204,86487,59.91.48.30,32.0
43205,60964,180.151.80.251,32.0
43206,87636,59.99.246.166,32.0
43207,61735,180.215.81.67,32.0
43208,87620,59.99.231.100,32.0
43209,18936,106.79.19.113,32.0
43210,26303,115.250.37.123,32.0
43211,25845,115.249.177.243,32.0
43212,69559,202.71.28.160,32.0
43213,61274,180.215.121.30,32.0
43214,20257,111.118.252.18,32.0
43215,25944,115.249.82.49,32.0
43216,25951,115.249.90.91,32.0
43217,36214,117.218.131.86,32.0
43218,25711,115.248.208.125,32.0
43219,26193,115.250.2.71,32.0
43220,69375,202.63.100.229,32.0
43221,15789,106.51.151.74,32.0
43222,79014,45.65.8.204,32.0
43223,57117,14.99.134.150,32.0
43224,87554,59.99.164.226,32.0
43225,5779,101.222.232.69,32.0
43226,22709,114.143.104.42,32.0
43227,75620,27.251.220.234,32.0
43228,87513,59.99.12.40,32.0
43229,61597,180.215.235.237,32.0
43230,26503,115.250.71.110,32.0
43231,26490,115.250.69.113,32.0
43232,54081,136.185.56.173,32.0
43233,35651,117.215.27.197,32.0
43234,26426,115.250.57.129,32.0
43235,44643,122.160.211.198,32.0
43236,61660,180.215.40.39,32.0
43237,61656,180.215.4.145,32.0
43238,61649,180.215.36.125,32.0
43239,35725,117.216.109.54,32.0
43240,81480,49.204.41.99,32.0
43241,79080,49.136.93.216,32.0
43242,2221,1.39.12.157,32.0
43243,22920,114.143.66.57,32.0
43244,7636,103.15.52.76,32.0
43245,39817,117.245.97.69,32.0
43246,23151,115.111.245.42,32.0
43247,27938,116.202.89.27,32.0
43248,34145,117.208.68.200,32.0
43249,82524,49.207.1.195,32.0
43250,68641,202.142.113.42,32.0
43251,13979,106.219.35.84,32.0
43252,37526,117.224.195.31,32.0
43253,47326,122.169.220.158,32.0
43254,3079,1.39.34.170,32.0
43255,50490,122.180.51.62,32.0
43256,34147,117.208.69.151,32.0
43257,89723,75.172.112.38,32.0
43258,76065,27.49.80.123,32.0
43259,82409,49.206.253.63,32.0
43260,76061,27.49.70.144,32.0
43261,34246,117.210.136.68,32.0
43262,34248,117.210.142.101,32.0
43263,34279,117.210.25.47,32.0
43264,9793,103.252.27.61,32.0
43265,2642,1.39.15.106,32.0
43266,1444,1.23.37.131,32.0
43267,82037,49.205.67.87,32.0
43268,27906,116.202.49.138,32.0
43269,55084,14.141.115.82,32.0
43270,37810,117.228.152.195,32.0
43271,5410,101.221.136.156,32.0
43272,45568,122.163.115.4,32.0
43273,60222,175.100.173.222,32.0
43274,33829,117.207.240.25,32.0
43275,18360,106.78.196.188,32.0
43276,56000,14.96.222.155,32.0
43277,33977,117.208.117.65,32.0
43278,67561,183.87.163.188,32.0
43279,58028,150.129.109.36,32.0
43280,50705,122.50.132.242,32.0
43281,47194,122.169.153.203,32.0
43282,17008,106.67.81.69,32.0
43283,13883,106.219.22.251,32.0
43284,37627,117.225.63.91,32.0
43285,22225,113.19.99.99,32.0
43286,1590,1.38.16.128,32.0
43287,37401,117.223.254.63,32.0
43288,66693,183.82.212.8,32.0
43289,50010,122.178.228.244,32.0
43290,8545,103.232.125.126,32.0
43291,25164,115.245.148.123,32.0
43292,34689,117.212.165.103,32.0
43293,40761,117.253.107.84,32.0
43294,37225,117.222.53.88,32.0
43295,1796,1.38.19.3,32.0
43296,66700,183.82.213.31,32.0
43297,68750,202.142.76.156,32.0
43298,4938,101.212.70.230,32.0
43299,47622,122.170.19.148,32.0
43300,8157,103.225.177.20,32.0
43301,74837,223.30.235.26,32.0
43302,62097,182.19.89.185,32.0
43303,67355,183.83.32.87,32.0
43304,64297,182.69.223.174,32.0
43305,75967,27.4.55.152,32.0
43306,60589,176.58.110.124,32.0
43307,47563,122.170.134.50,32.0
43308,37283,117.223.116.95,32.0
43309,3122,1.39.34.242,32.0
43310,85174,59.179.71.164,32.0
43311,14321,106.220.132.11,32.0
43312,14343,106.220.136.244,32.0
43313,27408,116.202.13.64,32.0
43314,8141,103.225.100.210,32.0
43315,44207,121.245.65.192,32.0
43316,27368,116.202.112.10,32.0
43317,87331,59.97.41.65,32.0
43318,7844,103.17.87.51,32.0
43319,40827,117.253.164.168,32.0
43320,77140,27.97.8.186,32.0
43321,10250,103.38.130.18,32.0
43322,47515,122.170.100.61,32.0
43323,18546,106.78.41.217,32.0
43324,40308,117.248.218.122,32.0
43325,7714,103.16.31.64,32.0
43326,74780,223.30.127.130,32.0
43327,53371,125.19.13.130,32.0
43328,9321,103.247.82.234,32.0
43329,71789,219.91.158.22,32.0
43330,277,1.187.164.121,32.0
43331,42848,120.58.208.201,32.0
43332,31630,117.200.23.46,32.0
43333,83778,49.249.81.146,32.0
43334,30452,117.197.102.235,32.0
43335,55795,14.96.139.79,32.0
43336,73105,223.176.47.225,32.0
43337,52121,124.107.247.123,32.0
43338,42216,119.30.38.79,32.0
43339,71618,218.248.13.210,32.0
43340,11194,103.8.250.101,32.0
43341,71663,218.248.46.84,32.0
43342,73196,223.176.56.176,32.0
43343,32274,117.202.174.187,32.0
43344,90505,95.172.68.146,32.0
43345,71776,219.91.135.51,32.0
43346,52612,124.124.235.165,32.0
43347,84587,59.163.37.29,32.0
43348,72241,223.176.128.114,32.0
43349,20361,111.125.242.125,32.0
43350,83748,49.249.44.164,32.0
43351,11060,103.58.3.211,32.0
43352,72330,223.176.136.25,32.0
43353,53057,124.253.99.6,32.0
43354,52706,124.125.249.68,32.0
43355,705,1.22.132.172,32.0
43356,808,1.22.191.182,32.0
43357,77940,43.225.192.55,32.0
43358,73508,223.185.6.171,32.0
43359,41901,118.102.147.58,32.0
43360,6615,101.59.245.27,32.0
43361,72280,223.176.131.197,32.0
43362,10852,103.51.35.163,32.0
43363,53429,125.19.58.217,32.0
43364,31849,117.201.111.129,32.0
43365,31869,117.201.119.66,32.0
43366,41858,117.98.196.161,32.0
43367,53059,124.29.197.242,32.0
43368,12205,106.206.146.62,32.0
43369,12028,106.204.221.40,32.0
43370,52954,124.253.213.114,32.0
43371,31637,117.200.233.83,32.0
43372,73386,223.180.212.200,32.0
43373,72606,223.176.17.27,32.0
43374,723,1.22.143.196,32.0
43375,71633,218.248.255.132,32.0
43376,30281,117.196.208.61,32.0
43377,29325,117.192.239.172,32.0
43378,21454,112.196.26.124,32.0
43379,55250,14.141.251.114,32.0
43380,43260,120.59.77.157,32.0
43381,85427,59.182.154.227,32.0
43382,9088,103.242.198.57,32.0
43383,11092,103.59.29.247,32.0
43384,72463,223.176.150.33,32.0
43385,71726,219.64.70.112,32.0
43386,58598,163.47.12.142,32.0
43387,10921,103.52.253.235,32.0
43388,6968,101.62.161.13,32.0
43389,84272,58.68.121.67,32.0
43390,41948,118.102.220.226,32.0
43391,30558,117.197.194.153,32.0
43392,30344,117.196.247.81,32.0
43393,59148,167.220.236.57,32.0
43394,7025,101.62.177.96,32.0
43395,71636,218.248.255.235,32.0
43396,83626,49.249.146.19,32.0
43397,78468,43.249.48.64,32.0
43398,30513,117.197.147.174,32.0
43399,11447,106.192.174.34,32.0
43400,29184,117.192.101.234,32.0
43401,72378,223.176.140.4,32.0
43402,78437,43.249.227.146,32.0
43403,10987,103.55.171.168,32.0
43404,59115,167.202.201.20,32.0
43405,57898,150.107.190.145,32.0
43406,42818,120.58.137.207,32.0
43407,10869,103.51.74.99,32.0
43408,419,1.187.205.252,32.0
43409,30898,117.198.183.234,32.0
43410,52893,124.253.160.249,32.0
43411,83848,49.32.0.219,32.0
43412,12257,106.206.155.246,32.0
43413,78145,43.241.194.12,32.0
43414,41839,117.55.245.158,32.0
43415,73551,223.187.209.76,32.0
43416,52584,124.124.195.109,32.0
43417,71996,220.225.48.116,32.0
43418,52254,124.123.192.170,32.0
43419,11290,106.192.133.246,32.0
43420,44542,122.160.12.80,31.5
43421,4851,101.212.68.40,31.0
43422,25997,115.250.102.63,31.0
43423,81207,49.204.17.82,31.0
43424,83871,49.36.0.134,31.0
43425,55541,14.195.124.128,31.0
43426,40309,117.248.218.9,31.0
43427,1276,1.23.173.201,31.0
43428,19063,106.79.61.95,31.0
43429,71632,218.248.243.74,31.0
43430,88589,61.3.224.195,31.0
43431,66214,183.182.88.38,31.0
43432,7499,101.63.94.8,31.0
43433,36199,117.218.11.64,31.0
43434,41250,117.253.233.191,31.0
43435,87530,59.99.139.29,31.0
43436,69379,202.63.101.145,31.0
43437,41280,117.253.238.155,31.0
43438,28071,116.203.17.254,31.0
43439,48805,122.175.148.107,31.0
43440,77340,37.228.105.125,31.0
